date,year,title,simple_title,artist,main_artist,peak_pos,last_pos,weeks,rank,change,spotify_link,spotify_id,video_link,all_genre,main_genre,broad_genre,album,album_uri,num_songs_on_album,album_type,release_date
11/2/13,2013,Just Give Me A Reason,just give me a reason,p!nk,p!nk,1,46,36,48,-2,https://embed.spotify.com/?uri=spotify:track:1qHaLcG3LOeh6ZB8vii5ZZ,1qHaLcG3LOeh6ZB8vii5ZZ,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV81200480,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop'],pop,The Truth About Love,spotify:album:0pqKb2y8h2BWS46HMfmEgD,13,album,9/14/12
11/2/13,2013,Treasure,treasure,bruno mars,bruno mars,5,33,23,44,-11,https://embed.spotify.com/?uri=spotify:track:55h7vJchibLdUkxdlX3fK7,55h7vJchibLdUkxdlX3fK7,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USATV1300368,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop'],pop,Unorthodox Jukebox,spotify:album:58ufpQsJ1DS5kq4hhzQDiI,10,album,12/7/12
11/2/13,2013,Chinese Food,chinese food,alison gold,alison gold,29,0,1,29,New,https://embed.spotify.com/?uri=spotify:track:0oB42rsnUo33pFM3FGq9E5,0oB42rsnUo33pFM3FGq9E5,,[],[],unknown,unknown,unknown,unknown,unknown,unknown
10/26/13,2013,Cruise,cruise,florida georgia line,florida georgia line,4,48,54,50,-2,https://embed.spotify.com/?uri=spotify:track:0i5el041vd6nxrGEU8QRxy,0i5el041vd6nxrGEU8QRxy,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71201232,"[u'contemporary country', u'country road', u'modern country rock']",[u'modern country rock'],country,Here's To The Good Times,spotify:album:5MH765pytbQasmDxXArTah,11,album,1/1/12
10/26/13,2013,Hey Girl,hey girl,billy currington,billy currington,39,42,21,44,-2,https://embed.spotify.com/?uri=spotify:track:2UNc0duOP4cS7gqYFFkwxT,2UNc0duOP4cS7gqYFFkwxT,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71300466,"[u'contemporary country', u'country', u'country road', u'modern country rock']",[u'modern country rock'],country,We Are Tonight,spotify:album:1UrEMAvTDJdsJsZdsBux4h,10,album,1/1/13
10/26/13,2013,Love Somebody,love somebody,maroon 5,maroon 5,10,39,21,45,-6,https://embed.spotify.com/?uri=spotify:track:0HnaqUxvHP5LaWdmWwJpiS,0HnaqUxvHP5LaWdmWwJpiS,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71300004,"[u'dance pop', u'pop']",[u'pop'],pop,Overexposed (Deluxe),spotify:album:7i1Ej2Ix9aIiLKqhNwAB2l,15,album,1/1/12
10/26/13,2013,Redneck Crazy,redneck crazy,tyler farr,tyler farr,29,33,20,51,-18,https://embed.spotify.com/?uri=spotify:track:4lcXNTm9JrQpJYXqsENmFI,4lcXNTm9JrQpJYXqsENmFI,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USGQ41300002,"[u'contemporary country', u'country', u'country road', u'lift kit', u'modern country rock', u'redneck']",[u'redneck'],country,Redneck Crazy,spotify:album:1xQUjeEsRKo7zLiOPAgTlD,11,album,9/27/13
10/26/13,2013,Outta My Head,outta my head,craig campbell,craig campbell,90,100,5,96,4,https://embed.spotify.com/?uri=spotify:track:4EsP29KUyn1amJcWXc6kJQ,4EsP29KUyn1amJcWXc6kJQ,,"[u'contemporary country', u'country', u'country road', u'lift kit', u'modern country rock', u'redneck']",[u'redneck'],country,Never Regret,spotify:album:49Lh6fbCbfenpqEw3waoEe,12,album,5/7/13
10/26/13,2013,Loco,loco,enrique iglesias,enrique iglesias,80,80,4,99,-19,https://embed.spotify.com/?uri=spotify:track:0D66c4sDC91H6pIwkbB9Q2,0D66c4sDC91H6pIwkbB9Q2,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GBUV71301257,"[u'dance pop', u'latin', u'latin pop', u'mexican pop', u'pop', u'pop quebecois', u'tropical']",[u'tropical'],pop,SEX AND LOVE (Deluxe),spotify:album:2kZkiVn1m00XcgaWlLb2LD,16,album,1/1/14
10/26/13,2013,Heartbreaker,heartbreaker,justin bieber,justin bieber,13,77,2,13,64,https://embed.spotify.com/?uri=spotify:track:2c37unpDxvQveB8xoa4ESI,2c37unpDxvQveB8xoa4ESI,,"[u'canadian pop', u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop'],pop,Journals,spotify:album:7Cz0XcQzoxUi7L7sfgXLml,15,album,5/13/14
10/26/13,2013,Sirens,sirens,pearl jam,pearl jam,76,0,1,76,New,https://embed.spotify.com/?uri=spotify:track:2Mjha7R07u2PBCPYfK8Oyw,2Mjha7R07u2PBCPYfK8Oyw,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUMV1300176,"[u'alternative rock', u'grunge', u'permanent wave', u'post-grunge', u'rock']",[u'rock'],rock,Lightning Bolt,spotify:album:01WEcEzoa9mfh8fIDhvV1M,12,album,1/1/13
10/26/13,2013,Make You Feel My Love,make you feel my love,glee cast,glee cast,84,0,1,84,New,https://embed.spotify.com/?uri=spotify:track:7rPLZ8Krm6CZIbraFUlnWZ,7rPLZ8Krm6CZIbraFUlnWZ,,"[u'dance pop', u'hollywood', u'pop', u'post-teen pop', u'viral pop']",[u'viral pop'],pop,The Quarterback,spotify:album:5K2lqUwpSHseCoCfBcvlcV,6,single,10/15/13
10/26/13,2013,Drive,drive,miley cyrus,miley cyrus,87,0,1,87,New,https://embed.spotify.com/?uri=spotify:track:6aVeSCobcOjIkMFARN9B7l,6aVeSCobcOjIkMFARN9B7l,,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop'],pop,Bangerz (Deluxe Version),spotify:album:3RDqXDc1bAETps54MSSOW0,16,album,10/4/13
10/26/13,2013,Someone Else,someone else,miley cyrus,miley cyrus,93,0,1,93,New,https://embed.spotify.com/?uri=spotify:track:0vRFKF7dGdL5XxZMXzpCpF,0vRFKF7dGdL5XxZMXzpCpF,,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop'],pop,Bangerz (Deluxe Version),spotify:album:3RDqXDc1bAETps54MSSOW0,16,album,10/4/13
10/19/13,2013,Same Love,same love,macklemore,macklemore,11,32,30,47,-15,https://embed.spotify.com/?uri=spotify:track:7hahuQzS2zMEzEBZC9fyy3,7hahuQzS2zMEzEBZC9fyy3,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USCJY1231268,[u'pop rap'],[u'pop rap'],rap,The Heist,spotify:album:76FXHQhTuT4QMIxfL09gX8,15,album,10/9/12
10/19/13,2013,I Need Your Love,i need your love,calvin harris,calvin harris,16,40,25,49,-9,https://embed.spotify.com/?uri=spotify:track:05SBRd4fXgn8FX7bf8BCAE,05SBRd4fXgn8FX7bf8BCAE,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GB1101300191,"[u'dance pop', u'edm', u'electro house', u'house', u'pop', u'progressive house']",[u'progressive house'],edm,18 Months,spotify:album:7w19PFbxAjwZ7UVNp9z0uT,15,album,10/26/12
10/19/13,2013,Little Bit Of Everything,little bit of everything,keith urban,keith urban,33,82,20,92,-10,https://embed.spotify.com/?uri=spotify:track:6FYGCdDZnRogzVeSuhJWua,6FYGCdDZnRogzVeSuhJWua,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71300951,"[u'australian country', u'contemporary country', u'country', u'country road']",[u'country road'],country,Fuse,spotify:album:5rESCws46ubPJlqOeb30Rv,13,album,1/1/13
10/19/13,2013,Don't Ya,don't ya,brett eldredge,brett eldredge,30,85,20,95,-10,https://embed.spotify.com/?uri=spotify:track:3Qe097eJNp9MfpT2PieEw0,3Qe097eJNp9MfpT2PieEw0,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USATV1200653,"[u'contemporary country', u'country', u'country road', u'modern country rock']",[u'modern country rock'],country,Bring You Back,spotify:album:7weU5IWFfeueNG5V68CTTT,13,album,8/6/13
10/19/13,2013,Point At You,point at you,justin moore,justin moore,53,69,19,83,-14,https://embed.spotify.com/?uri=spotify:track:5ZMFVgZSYvbq3SmgRwaGMa,5ZMFVgZSYvbq3SmgRwaGMa,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USLXJ1302292,"[u'contemporary country', u'country', u'country road', u'modern country rock', u'redneck']",[u'redneck'],country,Point At You,spotify:album:4VCQG4zPM5d5Ar50dcOIko,1,single,3/19/13
10/19/13,2013,Take Back The Night,take back the night,justin timberlake,justin timberlake,29,59,13,62,-3,https://embed.spotify.com/?uri=spotify:track:2vmxF4cWxi9v9Lv055SfXt,2vmxF4cWxi9v9Lv055SfXt,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV81300317,"[u'dance pop', u'pop']",[u'pop'],pop,The 20/20 Experience - 2 of 2,spotify:album:5w40WGuhOElvPC9Dy641Yw,11,album,9/27/13
10/19/13,2013,Bruises,bruises,train,train,79,95,8,98,-3,https://embed.spotify.com/?uri=spotify:track:3adeqciqrsp6PQqR0hGDC7,3adeqciqrsp6PQqR0hGDC7,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM21201359,"[u'neo mellow', u'pop', u'pop quebecois', u'pop rap', u'pop rock']",[u'pop rock'],rap,California 37,spotify:album:5zseibu9WEsPaZmkJUMkz1,11,album,4/17/12
10/19/13,2013,Furthest Thing,furthest thing,drake,drake,56,56,2,84,-28,https://embed.spotify.com/?uri=spotify:track:6cT5orvyKqwghJp6KB9vG0,6cT5orvyKqwghJp6KB9vG0,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",[u'rap'],rap,Nothing Was The Same (Deluxe),spotify:album:2gXTTQ713nCELgPOS0qWyt,15,album,1/1/13
10/19/13,2013,From Time,from time,drake,drake,89,67,2,89,-22,https://embed.spotify.com/?uri=spotify:track:10VBBaul4zVD0reteuIHM2,10VBBaul4zVD0reteuIHM2,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",[u'rap'],rap,Nothing Was The Same (Deluxe),spotify:album:2gXTTQ713nCELgPOS0qWyt,15,album,1/1/13
10/19/13,2013,Gone,gone,kanye west,kanye west,18,0,1,18,Hot Shot Debut,https://embed.spotify.com/?uri=spotify:track:5RjbFGeWVsCpw8EcE8OrvZ,5RjbFGeWVsCpw8EcE8OrvZ,,"[u'pop rap', u'rap']",[u'rap'],rap,Late Registration,spotify:album:5ll74bqtkcXlKE7wwkMq4g,21,album,9/30/05
10/19/13,2013,Walking On Air,walking on air,katy perry,katy perry,34,0,1,34,New,https://embed.spotify.com/?uri=spotify:track:5L61x0GW0NLXTcZgJcPcvr,5L61x0GW0NLXTcZgJcPcvr,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71302367,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop'],pop,PRISM (Deluxe),spotify:album:5MQBzs5YlZlE28mD9yUItn,16,album,1/1/13
10/19/13,2013,My Hitta,my hitta,yg,yg,67,0,1,67,New,https://embed.spotify.com/?uri=spotify:track:5G47DlluL671zo0k3OhoSm,5G47DlluL671zo0k3OhoSm,,"[u'gangster rap', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",[u'trap music'],rap,My Hitta,spotify:album:48cg8rR9la2Khk7VgavPMZ,1,single,10/8/13
10/12/13,2013,"Gone, Gone, Gone","gone, gone, gone",phillip phillips,phillip phillips,24,35,30,42,-7,https://embed.spotify.com/?uri=spotify:track:1zCoCopxgQmozHBuuyfW2K,1zCoCopxgQmozHBuuyfW2K,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=QMTM61300010,"[u'folk-pop', u'neo mellow', u'pop rock']",[u'pop rock'],rock,The World From The Side Of The Moon (Deluxe),spotify:album:773GsAWk3z8mGgMDeR7n1A,18,album,1/1/13
10/12/13,2013,Young And Beautiful,young and beautiful,lana del rey,lana del rey,22,79,21,83,-4,https://embed.spotify.com/?uri=spotify:track:5UzTtUZper0CphnqZYvsIu,5UzTtUZper0CphnqZYvsIu,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71300875,[u'pop'],[u'pop'],pop,Young And Beautiful,spotify:album:1D92WOHWUI2AGQCCdplcXL,1,single,1/1/13
10/12/13,2013,Feds Watching,feds watching,2 chainz,2 chainz,66,81,13,93,-12,https://embed.spotify.com/?uri=spotify:track:2KeqHxbFQt1ZyzWeqQZSlt,2KeqHxbFQt1ZyzWeqQZSlt,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71301184,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",[u'trap music'],rap,Feds Watching,spotify:album:3sBq8fadYYo9hlKy2zHNOH,1,single,1/1/13
10/12/13,2013,American Girl,american girl,bonnie mckee,bonnie mckee,87,89,6,100,-11,https://embed.spotify.com/?uri=spotify:track:0vvG0VEN6l2fbIEUtq3mQD,0vvG0VEN6l2fbIEUtq3mQD,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM21301721,"[u'candy pop', u'indie poptimism', u'post-teen pop']",[u'post-teen pop'],rock,American Girl,spotify:album:4PwSDqUwhh4sZUHyi7UzXb,1,single,7/23/13
10/12/13,2013,Wu-Tang Forever,wu-tang forever,drake,drake,52,52,3,61,-9,https://embed.spotify.com/?uri=spotify:track:5LAKjqbB5uurPpxFEicd9S,5LAKjqbB5uurPpxFEicd9S,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",[u'rap'],rap,Nothing Was The Same (Deluxe),spotify:album:2gXTTQ713nCELgPOS0qWyt,15,album,1/1/13
10/12/13,2013,Too Much,too much,drake,drake,64,0,1,64,New,https://embed.spotify.com/?uri=spotify:track:6kIh5c8x8vzOe6OKW1X59U,6kIh5c8x8vzOe6OKW1X59U,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",[u'rap'],rap,Nothing Was The Same (Deluxe),spotify:album:2gXTTQ713nCELgPOS0qWyt,15,album,1/1/13
10/12/13,2013,From Time,from time,drake,drake,67,0,1,67,New,https://embed.spotify.com/?uri=spotify:track:10VBBaul4zVD0reteuIHM2,10VBBaul4zVD0reteuIHM2,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",[u'rap'],rap,Nothing Was The Same (Deluxe),spotify:album:2gXTTQ713nCELgPOS0qWyt,15,album,1/1/13
10/12/13,2013,Own It,own it,drake,drake,78,0,1,78,New,https://embed.spotify.com/?uri=spotify:track:3EJ9ZuqkL1kwgouugqsLu8,3EJ9ZuqkL1kwgouugqsLu8,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",[u'rap'],rap,Nothing Was The Same (Deluxe),spotify:album:2gXTTQ713nCELgPOS0qWyt,15,album,1/1/13
10/12/13,2013,Tuscan Leather,tuscan leather,drake,drake,81,0,1,81,New,https://embed.spotify.com/?uri=spotify:track:69gz9onZQNVw55cMQsaYii,69gz9onZQNVw55cMQsaYii,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",[u'rap'],rap,Nothing Was The Same (Deluxe),spotify:album:2gXTTQ713nCELgPOS0qWyt,15,album,1/1/13
10/12/13,2013,Come Thru,come thru,drake,drake,87,0,1,87,New,https://embed.spotify.com/?uri=spotify:track:5CDy1I6rSt6vXdqIb87A6f,5CDy1I6rSt6vXdqIb87A6f,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",[u'rap'],rap,Nothing Was The Same (Deluxe),spotify:album:2gXTTQ713nCELgPOS0qWyt,15,album,1/1/13
10/5/13,2013,The Way,the way,ariana grande,ariana grande,9,35,26,47,-12,https://embed.spotify.com/?uri=spotify:track:06EL94D0TA27Ik0Ke5usbj,06EL94D0TA27Ik0Ke5usbj,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71300470,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop'],pop,Yours Truly,spotify:album:5xSvNPstcxHtR4ap2vvN8A,12,album,1/1/13
10/5/13,2013,Runnin' Outta Moonlight,runnin' outta moonlight,randy houser,randy houser,24,64,20,67,-3,https://embed.spotify.com/?uri=spotify:track:7CL6oaDC9d0QXFMQRkNBmy,7CL6oaDC9d0QXFMQRkNBmy,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=US58E1391344,"[u'contemporary country', u'country', u'country road', u'modern country rock', u'redneck']",[u'redneck'],country,How Country Feels,spotify:album:4BVzcXLDJ8pRtJttQiU3G6,15,album,1/22/13
10/5/13,2013,All Over The Road,all over the road,easton corbin,easton corbin,51,59,20,77,-18,https://embed.spotify.com/?uri=spotify:track:6XD3HMATLswheYevIfKkSi,6XD3HMATLswheYevIfKkSi,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71201380,"[u'contemporary country', u'country', u'country road', u'modern country rock']",[u'modern country rock'],country,All Over The Road,spotify:album:48vOVvwuTXRNdiaW8NpAJ3,11,album,1/1/12
10/5/13,2013,Tapout,tapout,rich gang,rich gang,45,83,20,98,-15,https://embed.spotify.com/?uri=spotify:track:2kEDuZRwYUoQLIYKpQfKWa,2kEDuZRwYUoQLIYKpQfKWa,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USCMV1300078,"[u'gangster rap', u'pop rap', u'rap', u'southern hip hop', u'trap music']",[u'trap music'],rap,Tapout,spotify:album:4nEaSNXCDAGjotMFYrWnIl,1,single,3/19/13
10/5/13,2013,Could It Be,could it be,charlie worsham,charlie worsham,94,97,2,94,3,https://embed.spotify.com/?uri=spotify:track:6fRKgExSY24i2whGdAJUnM,6fRKgExSY24i2whGdAJUnM,,[u'modern country rock'],[u'modern country rock'],country,Rubberband,spotify:album:3vyIhKkksVFjHYy5HDsB1b,11,album,8/16/13
10/5/13,2013,A Light That Never Comes,a light that never comes,linkin park,linkin park,65,0,1,65,New,https://embed.spotify.com/?uri=spotify:track:5a3qqnzBzpY9at2h7kpGW5,5a3qqnzBzpY9at2h7kpGW5,,"[u'alternative metal', u'nu metal', u'post-grunge', u'rap metal']",[u'rap metal'],rap,RECHARGED,spotify:album:2FUsvD1bw53HGOjAg56vRD,14,album,10/25/13
10/5/13,2013,Monster,monster,imagine dragons,imagine dragons,78,0,1,78,New,https://embed.spotify.com/?uri=spotify:track:15U1oYrykViB8l4xywoy2Y,15U1oYrykViB8l4xywoy2Y,,"[u'modern rock', u'vegas indie']",[u'vegas indie'],rock,Smoke + Mirrors (Deluxe),spotify:album:6ecx4OFG0nlUMqAi9OXQER,21,album,10/30/15
10/5/13,2013,You Make Me,you make me,avicii,avicii,85,0,1,85,New,https://embed.spotify.com/?uri=spotify:track:1KRH1AhRdmYh0OTZa5QAqn,1KRH1AhRdmYh0OTZa5QAqn,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=CH3131340148,"[u'big room', u'edm']",[u'edm'],edm,TRUE,spotify:album:1s9tU91VJt4sU5owi29GD3,12,album,1/1/13
10/5/13,2013,This Is What It Feels Like,this is what it feels like,armin van buuren,armin van buuren,96,0,1,96,New,https://embed.spotify.com/?uri=spotify:track:6NdkzOSCLzmyV9Qc4DKhJ2,6NdkzOSCLzmyV9Qc4DKhJ2,,"[u'big room', u'edm', u'progressive house', u'progressive trance', u'trance']",[u'trance'],edm,Intense,spotify:album:5ZsK5SUsZilbAJ4B0vRVxF,15,album,5/3/13
9/28/13,2013,Stay,stay,rihanna,rihanna,3,49,32,49,0,https://embed.spotify.com/?uri=spotify:track:5rvSPYxUGL3Bu8BWtLj5Yw,5rvSPYxUGL3Bu8BWtLj5Yw,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71300019,"[u'dance pop', u'pop', u'r&b', u'urban contemporary']",[u'urban contemporary'],r&b,Unapologetic (Deluxe),spotify:album:4eddbruVtOqw8khwxSH6H2,17,album,12/11/12
9/28/13,2013,See You Again,see you again,carrie underwood,carrie underwood,34,69,20,81,-12,https://embed.spotify.com/?uri=spotify:track:7jP7iCJ1cXVXYHWIkYtP6d,7jP7iCJ1cXVXYHWIkYtP6d,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GBE431300025,"[u'contemporary country', u'country', u'country dawn', u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop'],country,Blown Away,spotify:album:7atJn49QvtOLiFxhQd2hp9,14,album,5/1/12
9/28/13,2013,Wop,wop,j. dash,j dash,51,93,15,89,4,https://embed.spotify.com/?uri=spotify:track:3zbnvxvqV5lL4Vq0FznWsX,3zbnvxvqV5lL4Vq0FznWsX,,[u'pop rap'],[u'pop rap'],rap,Wop (Official Version) - Single,spotify:album:6GDAhfB43sXcVMPUT3jxaA,1,single,12/25/10
9/28/13,2013,Beneath Your Beautiful,beneath your beautiful,labrinth,labrinth,34,77,14,91,-14,https://embed.spotify.com/?uri=spotify:track:0yLErGSgYHy1gbaLrjNhTa,0yLErGSgYHy1gbaLrjNhTa,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GB1101200903,"[u'dance pop', u'pop', u'pop rap']",[u'pop rap'],rap,Beneath Your Beautiful,spotify:album:3eXbGItoetZbAKx5gxKcq8,6,single,8/27/13
9/28/13,2013,Ain't Worried About Nothin,ain't worried about nothin,french montana,french montana,63,84,13,98,-14,https://embed.spotify.com/?uri=spotify:track:0UAmPUdpTRq8w54B3H8TzY,0UAmPUdpTRq8w54B3H8TzY,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71300897,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",[u'trap music'],rap,Excuse My French (Deluxe),spotify:album:4LOpELq9O4yc5EhgNlXMpa,17,album,1/1/13
9/28/13,2013,Don't Drop That Thun Thun!,don't drop that thun thun!,the finatticz,the finatticz,35,71,10,82,-11,https://embed.spotify.com/?uri=spotify:track:77doqkS2s213W6AKgPC6Xj,77doqkS2s213W6AKgPC6Xj,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USKO11090190,unknown,unknown,rap,Don't Drop That Thun Thun (In The Style of Finatticz) - Single,spotify:album:2k7Ykmg3uR7L0trJOH9L6D,1,single,8/28/12
9/28/13,2013,Easy,easy,sheryl crow,sheryl crow,72,79,8,72,7,https://embed.spotify.com/?uri=spotify:track:2n5bpmhEqlMJ2jgvWAwD9N,2n5bpmhEqlMJ2jgvWAwD9N,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USWBV1300101,"[u'folk-pop', u'lilith', u'mellow gold', u'neo mellow', u'new wave pop', u'permanent wave', u'pop rock', u'rock']",[u'rock'],rock,Feels Like Home,spotify:album:4L1HDyfdGIkACuygktO7T7,12,album,9/3/13
9/28/13,2013,Vivir Mi Vida,vivir mi vida,marc anthony,marc anthony,92,0,5,100,Re-Entry,https://embed.spotify.com/?uri=spotify:track:3EJxmHgxLBq61a9XD9pjzX,3EJxmHgxLBq61a9XD9pjzX,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSD21300206,"[u'latin', u'latin pop', u'salsa', u'tropical']",[u'tropical'],pop,3,spotify:album:6vBpLg3T8bojcqzoKI6m0R,10,album,7/23/13
9/28/13,2013,Baby I,baby i,ariana grande,ariana grande,21,94,3,60,34,https://embed.spotify.com/?uri=spotify:track:6EIsMa5lbvljYxqCkjZVDi,6EIsMa5lbvljYxqCkjZVDi,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71301661,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop'],pop,Yours Truly,spotify:album:5xSvNPstcxHtR4ap2vvN8A,12,album,1/1/13
9/28/13,2013,Bounce It,bounce it,juicy j,juicy j,81,81,3,92,-11,https://embed.spotify.com/?uri=spotify:track:312gfhS24kguKzq8xEc35R,312gfhS24kguKzq8xEc35R,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM21301685,"[u'crunk', u'gangster rap', u'hip hop', u'memphis hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",[u'trap music'],rap,Stay Trippy,spotify:album:7h1ut6IUbndKY7QrqcbAND,16,album,8/23/13
9/28/13,2013,Atlas,atlas,coldplay,coldplay,69,75,2,69,6,https://embed.spotify.com/?uri=spotify:track:5pRvd7BtQZ42S9zegc0nOa,5pRvd7BtQZ42S9zegc0nOa,,"[u'permanent wave', u'pop']",[u'pop'],pop,Atlas (From â€œThe Hunger Games: Catching Fireâ€ù Soundtrack),spotify:album:1aJ1PDNjC6ZzEu74BkmGE4,1,compilation,9/9/13
9/28/13,2013,Popular Song,popular song,mika,mika,87,87,2,95,-8,https://embed.spotify.com/?uri=spotify:track:0xFomAiFsu5qCnLM0hu0UR,0xFomAiFsu5qCnLM0hu0UR,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USC7R1300010,"[u'dance pop', u'europop', u'pop']",[u'pop'],pop,Popular Song,spotify:album:0DuM9D6Kz3YQgyogYRHS39,1,single,1/1/12
9/28/13,2013,Stay The Night,stay the night,zedd,zedd,51,0,1,51,Hot Shot Debut,https://embed.spotify.com/?uri=spotify:track:3xozZw4YNCv777ONrbdHsy,3xozZw4YNCv777ONrbdHsy,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71302229,"[u'complextro', u'dance pop', u'edm', u'german techno', u'pop', u'post-teen pop', u'tropical house']",[u'tropical house'],edm,Clarity (Deluxe),spotify:album:4xak0izXQHOMV9Wu1mDAAy,14,album,2012
9/28/13,2013,23,23,mike will made it,mike will made it,70,0,1,70,New,https://embed.spotify.com/?uri=spotify:track:4if4AqzRQgEtTF1xXddmoc,4if4AqzRQgEtTF1xXddmoc,,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",[u'trap music'],rap,23,spotify:album:5r7L8DlTsIKoDwSSiRf5M7,1,single,1/1/13
